Timestamp,What name do you wish to be listed by?,What is your Mastodon handle (@user@instance.name)?,Do you have a Twitter handle you would like to share? (This can help people you know on Twitter to find you on Mastodon) ,What are your main areas of focus for your journalism? ,Where do you publish your work?,Other info for short self-description 
11/12/2022 9:04:30,Sonja Hartl,https://mastodon.social/@zeilenkino,,"Literature, Crime Fiction, Film",,"I am a freelance journalist for radio, online and print "

11/12/2022 10:49:42,Mindy Weisberger,@laminda@mastodon.social,@laminda,Science,Live Science,"Editor for Live Science, previously American Museum of Natural History writer/producer."

11/12/2022 11:06:47,Karim Zidan,@zidan@journa.host,@ZidanSports,The intersection of sports and politics.,"The New York Times, The Guardian, VOX Media",

11/12/2022 11:33:22,Liza Gross,@LizaGross@mastodon.online,@lizabio,"Investigative, climate, fossil fuels, agriculture, environmental racism, abuse of science for private gain",https://insideclimatenews.org/profile/liza-gross/,"West coast reporter, Inside Climate News"

11/12/2022 11:43:59,Joanna Pearlstein,jopearl@journa.host,jopearl,,New York Times Opinion,

11/12/2022 11:49:40,Stefano Epifani,@stefanoepifani@mas.to,@stefanoepifani,Digital Sustainability ,Sole24Ore,"President of digital Sustainability Foundation, professor of digital Sustainability "

11/12/2022 11:51:37,Justin Lahart,@jdlahart@journa.host,jdlahart,Economics and finance ,The Wall Street Journal,Heard on the Street reporter at The Wall Street Journal 

11/12/2022 12:30:51,Mariana Belloso,@beiioso@mastodon.online,@beiioso,"Politics, economy, human rights, gender",Alharaca.sv,Salvadoran journalist living in USA. 

11/12/2022 12:38:10,Nigel Chiwaya,seenigel@fashionviz.xyz,@seenigel,Data journalism,NBC News,"Senior Editor, Data Viz at NBC News Digital"

11/12/2022 12:42:31,Mark Keierleber,@mkeierleber@journa.host,@mkeierleber,"Education, public safety, security, technology",The 74,"Iâm an investigative reporter interested in surveillance, privacy and other dystopian things"

11/12/2022 12:48:58,Collin Leonard,@collinleonard@journa.host,@CollinLeonard_,"Culture, humor, society, technology",Deseret News ,long form features about our silly society

11/12/2022 13:02:18,Morgan Forde,@MorganForde@mstdn.social,@Morgan_forde_,"Books, Literary Criticism, Urban Development, Housing","The Nation, Mic, The LA Review of Books, The Cleveland Review of Books",

11/12/2022 13:04:34,Gerard de Souza ,@gernalist@masthead.social ,@gernalist,"Politics, Mining, Environment, tourism",hindustantimes.com,"Live in and write on the state of Goa, India"

11/12/2022 13:07:23,Andrew Heavens,@andrewheavens@mastodon.scot,@lootplunder,African politics,Reuters,"Author of ""The Prince and the Plunder"""

11/12/2022 13:15:43,Alex Sanz,@alexsanz@masthead.social,@AlexSanz,"U.S. News, space, politics",Associated Press,Alex Sanz is part of the U.S. News leadership team at The Associated Press.

11/12/2022 13:25:40,TJ Butler,@TJButlerWritesThings@newsy.social,@TJButlerWritesThings,"relationships, alternate living styles","Freelance- outlets like HuffPost, Insider, Next Ave, etc.",Freelancer/essayist in a day job that supports the arts. 

11/12/2022 14:04:31,Emily J Gertz,@ejgertz@mastodon.social,@ejgertz,Environment and climate,,Contributing editor at DeSmog and The Conversation

11/12/2022 14:25:13,Amy Feldman,@amyfeldman@journa.host,@amyfeldman,Business,Forbes,Senior editor at Forbes

11/12/2022 14:30:04,Alberto Zamora,@albertojourno@mas.to,@AlbertoJourno,Current events United States and Costa Rica,Tribunamag.com,NYU MA Journalist

11/12/2022 14:32:06,Trent R Nelson,@TRichard_Nelson@mstdn.social,@TRichard_Nelson,"Domestic and foreign politics, foreign policy, and contemporary happenings with historical context",https://linktr.ee/T.Richard.Nelson,"Essayist, Historian, Commentator, Poet and Philosopher"

11/12/2022 14:40:01,Taylor Giorno,@taylorgiorno@journa.host,@taylorgiorno_,"money in American politics (campaign finance, lobbying, foreign influence)",OpenSecrets,"Money-in-politics reporter at OpenSecrets closely watching FEC filings, lobbying disclosures and FARA"

11/12/2022 14:54:53,Lily Hay Newman,@lhn@mastodon.online,@lilyhnewman,Security,WIRED,Security and privacy reporter

11/12/2022 14:56:03,Phillip de Wet,@phillipdewet@mastodonapp.uk,@phillipdewet,"South African business and technology, with a focus on policy and regulation.",Business Insider South Africa,"I'm an associate editor at BI South Africa with a love for story discovery and audience, not necessarily in that order."

11/12/2022 15:06:01,Alyssa Bereznak,@alyssabereznak@journa.host,@alyssabereznak,Tech and culture/Narrative podcasts ,The Ringer,

11/12/2022 15:07:04,Davey Alba,@daveyalba@mastodon.social,@daveyalba,"Misinformation, Google, big tech",Bloomberg News,

11/12/2022 15:11:50,Petra Tabarelli,@vitriol@troet.cafe,@ClioMZ,History of Sports (Football/Soccer),"WebDE, DFB referee's magazine",Freelancer

11/12/2022 15:21:39,Benedikt Frank,@bene@troet.cafe,@benedikt_frank,"media, culture","BJVreport, SÃ¼ddeutsche Zeitung",Kommunikationsreferent Bayerischer Journalisten-Verband

11/12/2022 15:43:10,JR Raphael,@jr@twit.social,@JRRaphael,"Android, Google, ChromeOS, technology, productivity ","Android Intelligence, Fast Company, Computerworld, The Verge",I share creative ways to save time and get even more out of your favorite devices.

11/12/2022 15:58:19,Kwame Opam,@kwame@mastadon.social,@kwameopam,Pop culture criticism,The New York Times,

11/12/2022 18:04:09,Adam Rogers,@jetjocko@mastodon.social,@jetjocko,"science, tech, culture",Insider,wrote books: *Proof* and *Full Spectrum*

11/12/2022 18:10:50,Jon Cohen,joncohen@mas.to,@sciencecohen,Science,Science,

11/12/2022 18:24:01,James H. Williams,@JHWreporter@awscommunity.social,@jhwreporter,"Digital sports editor and Southern California Sports (UCLA football beat writer, etc.)",Orange County Register and Southern California News Group,"Covers UCLA football, local high school sports, Coachella Music festivals "

11/12/2022 20:11:26,Anna Massoglia,@anna@journa.host,@annalecta,"foreign influence, dark money, money in politics","opensecrets.org, annamassoglia.com","OpenSecrets' editorial & investigations manager, foreign influence & ""dark money"" research focuses"

11/12/2022 20:22:38,Teresa Chin,@teresalchin@journa.host,@teresalchin,"Climate change, environment, design, data vis, multimedia storytelling",Grist,"Deputy editor, fellowship program lead"

11/12/2022 21:01:29,Jeff Yang,@originaspin@mas.to,Originalspin,Race; cultural criticism; pop culture; Asian American issues ,"CNN, the Guardian, NY Times ",Cohost of podcast THEY CALL US BRUCE

11/12/2022 21:08:48,Emma Schwartz,emmanator@journa.host,@emmanator,"documentary, investigative","Varies. Currently with Maxine Productions. Recently NYT, PBS Frontline",

11/12/2022 21:28:49,Carlyn Zwarenstein,@CarlynZwarenstein@kolektiva.social,@CarlynZwaren,"drugs, pain, literature, housing & homelessness","freelancer. Globe & Mail, Walrus, Filter, Washington Post, others ",

11/12/2022 22:37:47,Verity Chambers,@verity@aus.social,@veritychambers,"Media diversity, news, storytelling on social platforms","Mostly student publications now, formerly SMH and News Corp",Teaching journalism at TAFE NSW

11/12/2022 23:00:04,Nichole Davis,@nicholedavis@better.boston,@NicholeDWBZ,Local news in the Boston area,WBZ NewsRadio and other iHeart Boston stations,News anchor and talk show host for WBZ NewsRadio 1030 in Boston and surrounding affiliates.

11/13/2022 2:51:52,Jeanne Perego,@jeperego@mastodon.uno,@jeperego,"News,politics,culture and food DACH","Stampa,Repubblica,AltoAdige,Trentino ",Italian journalist based in Germany (Bavaria)  reporting DACH 

11/13/2022 7:43:20,Kirk Shinkle,Kns@newsie.social,@KirkS,"Personal finance, investing and economics",Kiplinger.com,I run the Kiplinger.com editorial team.

11/13/2022 10:00:22,Noam Leviatan,@Noams_Ark@tooot.im ,@Noams_Ark@tooot.im,Science,"Davidson Institute of Science Education, Various outlets, Freelance","Writing about science for the last 15 years. Writer and editor. Occasional blogger (https://noamsark.org/, in Hebrew)"

11/13/2022 10:17:24,Robb Montgomery,@mojo@newsie.social,@videojournalist,Culture,IN textbooks by Routledge Press (New York & London),#Mojo

11/13/2022 11:40:36,Daiva Repeckaite,@daiva@dju.social,@daiva_hadiva,"Environment, human rights, European politics ","Latest: Coda Story, LRT, EU Observer, Green European Journal","I speak Lithuanian, English, German, Russian, Hebrew, some Spanish, Japanese and Swedish"

11/13/2022 11:55:30,Daiva Repeckaite,@daivarep@dju.social,@daiva_hadiva,"Environment, human rights, European politics ","Latest: Coda Story, LRT, EU Observer, Green European Journal","I speak Lithuanian, English, German, Russian, Hebrew, some Spanish, Japanese and Swedish"

11/13/2022 12:03:44,Ryan Goodman,@RyanGoodman@journa.host,@rgoodlaw,National security,Just Security,co-editor-in-chief at Just Security; NYU professor

11/13/2022 13:09:44,Jessica Christian,@jachristian@sfba.social,@jachristian,"Bay Area photojournalism, local news, arts, entertainment, sports, etc.",San Francisco Chronicle,

11/13/2022 13:15:24,Ferris Jabr,@ferrisjabr@mstdn.social,@ferrisjabr,Nature and science,"The New York Times Magazine, The Atlantic, Harper's, National Geographic, Scientific American, The New Yorker, Outside, Wired","I'm a contributing writer for The New York Times Magazine and a freelance writer based in Portland, Oregon. Currently I am writing a book about Earth for Random House"

11/13/2022 13:20:09,Sam Hartle,@SamHartle@newsie.social,@Sam_Hartle,"Kansas City News, Weather, Sports",KSHB 41,"I am the digital director for KSHB, the NBC-affiliated news outlet in Kansas City, Missouri."

11/13/2022 15:01:44,Libby Seline,@libbyseline@mstdn.party,@LibbySeline,Data Journalism about life in Texas/San Antonio,Expressnews.com,"University of Nebraska-Lincoln â21; previously at NYT, Salt Lake Tribune, Lincoln Journal Star"

11/13/2022 15:37:36,Frederic Huwendiek ,@huwendiek@mastodon.social,Huwendiek,,ZDF,Head of Digital News / ZDF

11/13/2022 16:18:31,Thomas BÃ©card,@thomasb@mastodon.social,@thomasbecard,"Culture, movies, music, technology",TÃ©lÃ©rama,

11/13/2022 17:17:59,Dwight Silverman,@dsilverman@mastodon.social,@dsilverman,personal tech,https://authory.com/dsilverman,"Personal tech columnist for the Houston Chronicle. Kinda retired, but bad at it."

11/13/2022 18:42:03,Danielle Olavario,@danielleolavario@newsie.social,@_d_olavario,"Climate Change, Tech and Surveillance, Inclusive Economies",https://www.context.news/ website + our social platforms,"Danielle is a social media journalist for Context, brought to you by the Thomson Reuters Foundation."

11/13/2022 19:24:49,LÃ©o Roussel,@leoroussel@newsie.social,@LeoRoussel_,"Australia, France, environmental issues, society, sport","Mediapart, Ouest-France, Slate.fr, Reporterre, Equal Times, SBS...","French freelance journalist in Sydney, foreign correspondent in Australia for Mediapart, Ouest-France, Reporterre, Le Soir... "

11/13/2022 19:46:55,Natasha Mitchell,@natashamitchell@mstdn.social,natashamitchell,"science and culture (science, medicine, environment, technology, etc)","Australian Broadcasting Corporation (Science Friction podcast, ABC Radio National, ABC Science)","Australian science journalist, podcaster, presenter"

11/14/2022 3:15:39,Dr. Johanna Rupprecht,@Bildgeschichte@det.social ,@Bildgeschichte,"Storytelling, psychology, journalism, science","Bayerischer Rundfunk (= BR, part of ARD)","video editor, interested in digital storytelling and knowledge transfer"

11/14/2022 5:23:19,Didde Elnif,@elnif@mastodon.social,@elnif,Digital journalism and journalisms role in democracy,,Journalistic lecturer & PhD student at  @CFJSDU  Talk to me about digital journalism & internet culture. My fav dino is a stegosaurus

11/14/2022 10:08:12,Kelly McBride,@KellyMcB@journa.host,KellyMcB,"Ethics, local journalism, democracy, public media","Poynter.org, NPR.org",Ethics advisor to journalists and newsrooms around the world. 

11/14/2022 13:37:14,Patricia Ventura,@dialalluna@techhub.social,@dialalluna,AI ethics and journalism,Freelancer,"PhD Media, Communication & Culture. Ethics, AI and journalism. Barcelona. Ethics AI and journalism. https://www.patriciaventura.me/"

11/14/2022 14:39:00,Meeri Kim,@meeri_kim@sciencemastodon.com,@meeri_kim,"Science, health, wellness, physics, optics","Washington Post, Optics & Photonics News, Lindau Nobel Laureate Meetings Blog, others","I'm a freelance science and health writer based in Pasadena, CA, USA. "

11/14/2022 14:55:53,Michelle Leder,@footnoted@matdn.social,@footnoted,Business/finance/SEC filings expert,Footnoted.com ,Iâve been reading SEC filings for nearly 20 years and still have my sanity!

11/14/2022 16:34:50,Ethan Klapper,@ethanklapper@mastodon.world,@ethanklapper,Aviation,The Points Guy,

11/14/2022 16:52:24,David Colborne,@dcolborne@techhub.social,@DavidColborne,"Nevada, opinion",The Nevada Independent,Weekly opinion writer for The Nevada Independent

11/14/2022 17:26:27,Cassie Knust,@cassieknust@mastodon.world,@CassieKnust,"Local news, education, city, health, immigrant community, everything in between","Montrose Daily Press in Montrose, Colorado",

11/14/2022 17:35:26,Madeline Bodin,@MadelineBodin@newsie.social,@MadelineBodin,"science (conservation, ecology, zoology, etc.) and nature",freelance,

11/14/2022 18:21:43,Margaret Larson,MargaretLarson@mstdn.social,@_MargaretLarson ,Broadcast T.V. ,am now retired ,"Former NBC correspondent, Dateline correspondent and Today show news reader. Talk show host. Mentor on Mentorcam.com"

11/14/2022 19:15:43,Chris Reed ,cdreed@mstdn.social,cdreed,"News, politics, health, Southern Utah ",St. George News,www.stgeorgenews.com

11/14/2022 20:38:00,Aina Marzia,@ainamarzia@newsie.social,ainamarzia_,"Politics, Enviornment, Culture ","Freelance Seen in Teen Vogue, Allure, Yes! Magazine, Prism Reports, YR Media and more","16 year old journalist based in El Paso, Texas. "

11/14/2022 21:59:45,Jishnu Nair,@jishnews@journa.host,@jishnews,"Tech, startups, climate, environment",Houston Business Journal,Hi I'm Jishnu! Currently based in Houston and looking to break into climate or environmental work.

11/14/2022 23:01:20,Susanne Althoff,@SusanneAlthoff@journa.host,@SusanneAlthoff,"entrepreneurship, innovation, gender gap, feminism","Freelance; bylines in The Boston Globe, Fortune, WIRED, etc.","Professor of publishing at Emerson College, Boston"

11/15/2022 3:48:32,Joe Veyera,@joeveyera@mstdn.social,@JoeVeyera,"Seattle-area news, sports, politics, and business",Factal,"Covering the world at Factal, but use social to continue monitoring local news in my hometown"

11/15/2022 4:00:50,Daniel Castro ,@dcastro@,Dcastro65 ,PolÃ­tica periodismo,Diario El Observador ,Periodista Uruguay 

11/15/2022 7:26:37,Catherine Bouris,@cathy@aus.social,@catherinebouris,internet culture and pop culture,,

11/15/2022 7:56:43,Justus von Daniels,@justus_vdaniels@mstdn.social,@justus_vdaniels,investigative,CORRECTIV,Editor-in-Chief

11/15/2022 8:04:43,Stephen Hui, @stephenhui@mstdn.ca,@StephenHui,Outdoor recreation,Various,Freelance

11/15/2022 9:31:46,Jatan Mehta,@uncertainquark@writing.exchange,uncertainquark,Space and Moon exploration,https://blog.jatan.space/about,

11/15/2022 11:25:23,Tom White,@tomwhitephoto@mastodonapp.uk,@tomwhitephoto,"The environment, planetary health, inequality and general social issues","Variety of outlets including The New York Times, TIME Magazine, The Guardian UK, Buzzfeed News, Reuters, The European Pressphoto Agency, Southeast Asia Globe, Esquire, Nikkei Asian Review","Freelance Photographer from the UK based in SE Asia, also teaching documentary & photojournalism."
